Tweet_Id,Author,Content
1699204396150833229,Sandy 🇮🇩🇵🇸 #GlazerOut,"""sayang, aku pengen Porto kalah hari ini. Aku gamau tau loh ya. Ini bawaan dede (sambil megang perut hamilnya)"" - istri hamil dirumah"
1787764582582460691,i can breathe,"Kek gak ada wasit VAR lain aja cok, dia mulu yg dipake,...."
1834162855928590510,Eat Simple,suka sih sama aroma kemangi
1834156289607565475,Séptino Biel,suka banget ini buat ayam suwir
1781112489104773242,Bujang_Kitek,Sama wae wasit nya
1785184039575658784,ET Hadi Saputra 🦉🇮🇩,Izin diterjemahkan: https://t.co/yfKxElHF1x
1654794607966978048,urtear,liga 2 yo di pikir ni buosssssssss
1788902300867842327,Agus gvr,Ju9h
1870476504465125684,FutureGold🤙,Itu bukan VAR yang wasit ngecek sendiri itu ya dilayar?
1788801638821716265,limlim,Dan Terjadi lagi... Tim2 besar nggak bisa melawan King Indo... Selalu di bantu Wasit.. Huuuuuuuuuu
1709266739257896993,Arik,Simon enaknya diapain yaa
1655078147187163136,adjiQncy,Bapak yg satu ini lebih sibuk ngurusi bola dibandingkan tugas utamanya sepertinya......
1870476570764386520,Zain Anwar,Internet e lemot
1870475945192432069,ixybsii⁶,"Sabar, sinyalnya nyangkut di dc cakung"
1699279629943755081,A,"""Pah, ini mamih, itu uang sampah RT blom dibayar."""
1785123582017986570,AYAM SEMESTA,"Udeh udeh bang, kita kalah segalanya emang, akui saja kalah dan scr materi dan permainan Uzbek diatas kita dan layak ke Final, gw dukung Uzbek juara sih.
Beda kasus dg pas lawan Qatar, kita murni dikerjain.
Fokus juara 3 yok!"
1785218890773172316,fabo.74,Kondisi wasit after Indonesia vs uzbek... https://t.co/LClt9rlNc3
1654791932546277376,iskandar shodik,"Yok semangat pa @erickthohir pelan pelan tapi pasti,saya dukung kalo kaya gini mah"
1654818250931445761,sharll,kalo liga 2 dan 3?
1785205074962341925,ULatPooohon 🌳🐛,Event sekelas AFC kayak nonton liga dagelan 🤡
1785342044166373558,d'animosity,"Perhatiin VAR Premier League dah, selalu perspektif, klo gak tarikan garis bantu (biasanya merah &amp; biru) gak kelihatan https://t.co/0fpjHhIs94"
1655126456245317633,AKUY,Jangan sampai liga undur-undur lagi
1870476061718569342,ryuxlove,Yaelahhh var nya dongo
1785000886424756359,aji,"Itu murni clearence. Wasit lagi memperbaiki keputusannya. Udah kaga usah nyalahiin wasit, dari menit awal kita memang kalah kelas sama bang uzbek"
1785193721870623076,Rhmtbcr,"VAR bagus kalau digunakan dengan bijak. 

@pikaso_me  screenshoot this 

https://t.co/NMk8vbj9JG"
1870477414075400568,🇮🇩ucupcupu🇮🇩,"Teori konspirasinya sih welcome to the club,,timnas yg udah kelas dunia,ya begini,hrus kena2 efek2 hal kagak penting"
1784986521621422530,F A R E C H A,Exactly
1785146021254926499,SayaAyahFidiq-SAF,dear @afcasiancup
1785123194619445264,𝙈𝙖𝙣𝙞𝙖 𝙗𝙞𝙖𝙨𝙖 𝙖𝙟𝙖,"Lah iya ya, harusnya ada tarikan Garis warna Kuning atau Merah gitu"
1654891095564898305,Ady Setyawan,"Bisa berjalan lancar, asalkan gak ada insiden supporter ngeyel di tengah jalan"
1784990782791016700,JayaJaya,Wasit VAR thailand emang tai lawan Qatar juga sama 😭
1785352175104991729,Valdy Angdika 🇺🇦,"Ya beginilah

""YANG MENANG MERAYAKAN, YANG KALAH MENJELASKAN"""
1788885532615061904,Ezshan Aruna,"Pertandingan level dunia tp lapangan level latihan, mana ga ada VAR. Klo menurut saya disini terlihat bahwa negara kita diremehkan dan disepelekan."
1785165526492397835,error 0xc000000f,"Itu bukan VAR,.. Itu CCTV."
1785149543472099406,Dwiki Dharmawan,mas kamu salah dalam mengartikan peraturan VAR yang kamu screenshot
1785222102397960563,Aceh 🇮🇩🇹🇷🇵🇸,Lapor ke MK @erickthohir https://t.co/awTuLjcg0O
1709273409669181731,Fernaldi Jonathan,"wasitnya sih, main jalan jalan aja.. varnya uda blg onside pdhl.."
1785153152494494096,Arilaku Kiraz,Menurut mereka ga akan rame klo finalnya indo vs jepang
1785129830595596622,Danny,Kalah ya kalah aja
1654798725620076547,Mental TeaJus,pak @erickthohir tolong siaran dan dan komentator yg berkualitas dan tayangin livestream di YT kaya liga jepang malaysia utk kemajuan sepakbola jgn kualitas burik komentator ngawur tapi stream berbayar 😅
1784990190341328950,_iniaku,Pecattt dah tu wasittt gagunaaaa njirr
1785123497091702926,penjegal akun X,Semua gara gara janggar
1834038703788097671,wakwaw,Makasih kak infonya
1834061471271321858,Manda,Enak banget suka daun kemangi sama sambel
1785220539851981020,Inyo Inka,"Wasit sudah bagus, para pemain sudah bagus, pelatih juga sama bagusnya, hanya keberuntungan belum berpihak sama Timnas Garuda. Semoga kedepannya Timnas Garuda makin kokoh"
1788795130155270374,agusdoang,"pelajaran yg bisa diambil hikmahnya ""DICURANGIN ITU SAKIT"" itu hanya kontestasi olahraga, yg dampak kecurangannya tdk berefek ke masyarakat dari sisi ekonomi dan lain²nya..., nah klo di CURANGI dalam pemilihan kepala negara yg dampak serta efeknya sangat berpengaruh kesemua masy."
1870476211845300492,Name cannot be blank,linux bgst
1870476139741008083,🐱,pc rental wak
1787730312677699651,Fzllp,"Klau benar bliau lagi,ya tentu ""wajib"" mnaruh curiga sih....knapa ngga dr negara d luar dr kedua negara yg berlaga ??"
1787729078386315723,happyfsy,Sivakorn terus
1787717956220449238,Indra Saputra,"Kayaknya emang disengaja deh, ada pihak yang gak mau Indonesia berprestasi"
1834327467525603671,Koh👑,suka sama daun kemangi kalo lagi lalapan atau makanan rica2
1785169078099005766,spidol hitam manis 🖋️,"Terlepas offside atau tidak emang bener sih harus ada tarikan garis atau hal"" yg bisa lebih akurat tidak hanya dari satu sudut pandang 1 kamera"
1788613151782731822,franco,Terima kasih el rangkum
1709280172955099483,pinggang fayo,Ini yang salah wasit lapangan berarti yah buru buru amat. Udah disuruh delay juga.
1654803673325895680,ALiSa elZuRi,Ketum PSSI-nya Inggris kayak gini juga gak sih atau gak perlu ngomong langsung kasih jadwal semusim?
1834119339811000816,Lee W,ini mah lalapan enak bgt
1870483251938337179,cham,Wasit ga liat replay videonya bangsat
1781016099238347062,BoeYa 72,Kumpulan wasit badut
1709262888270180618,EternalRed,"Tapi gak bisa ngasih goalnya karena ""they can't do anything"" 💀"
1654848169375858688,.,"semoga VAR nya beneran direalisasi ya dan wasitnya pada ngerti, takutnya pas liet VAR malah main zuma"
1785074561232556543,Star Blues 👑,Wkwk
1788890091366330848,pras__021,TIMNAS sabar....Emosimu sedang diuji....
1709263451091333270,kidozzz 🥞,Gila gila liga terbek katanya
1834187486299652365,Hito,ga suka banget aku
1834046666686824642,recca ananditha,makasi udah share
1709267786453971228,Gudanggarem,Malem malam udah mau tidur malah baca ni berita jadi ga bisa tidur cokk
1785311687584936054,Mbak Siti,gak bener neh wasit
1788738055513510273,wendy📡,"Segitu takutnya sama King Indo, sampe semua di susun rapih demi menghadangnya"
1785065758596477330,Aza,Wasit💩🐒
1788731327900262444,SJYD,"Dari lawan Uzbekistan, Irak hingga Guinea yang dipersoalkan wasit selalu.. Harus berlapang dada kita dengan kekalahan, harus mengakui lini belakang kita rapuh."
1709269376942436581,Ariffin Febri,vvasit redvlag
1834047253171880299,Alysya,wah fav bngt ini
1870476201116274747,FriZ,Itu kena dada gk sih ajg
1787728207871164587,yeyennn,
1787725772180095290,saa ၄၃,"Sivakorn nempel mulu sama indo, heran dah"
1787797484531761439,Macha19,"Hello @afcasiancup,  please we want change the Video Assistant Referee SIVAKORN PU-UDOM for Indonesia vs Guinea in play off 🙏"
1709276239796859033,Miki,"Tapi keren lah yah sepakbola disana, hal ginian malah dileak ke publik, kalo disini malah dituntut balik lewat ITE. haha"
1787725998659916084,|,"Can you imagine, di play off nanti yg bertugas adalah...

Wasit utama : Kabirov
Asisten Wasit : Shen yin hau
Wasit Var : Sivakorn

🙂🙂🙂🙂"
1787714988008001690,pikachuuu,"Si anj ini apaan sih si dia emang bener ga beres kalo sekali lagi varnya si anj lg fix ini mah ada yg gamau indo masuk bgst emang kaya gini2 tuh kaya hal biasa di sepak bola, gimana mau maju negara kita kalo ada yg ngejegal gini. Kalo wasitnya si dia lagi semoga muntah paku!"
1870475984732037597,slotholic,npc wasitnya
1787748946527617059,cosmos,"kalo bener, udah gak bener ini mah. yakali berturut turut, kinda sus"
1834067925403357480,za,enak banget klo makan sama ayam goreng sambel
1785174039583187038,↙️,"gini lah manusia, kalo wasit salah yg menguntungkan pihaknya dipuji. kalo wasit salah yg merugikan pihaknya apapun itu dibahas negatif"
1834174008343904462,Ayy,Enak buat lalap
1834059939888988436,𝐣𝐞𝐣𝐞,wah makasih ya
1785085627278692472,Magenta99,"In the end, interpretasi manusia thd VAR yg menang. Kl begini, mendingan menggunakan AI saja utk menentukan pelanggaran atau bukan"
1785118563818442902,Si Endut,100% offside
1784998778854097071,Voidotid,"Wis angel~
https://t.co/fvTgZSE2gy"
1784995627472183433,Bapak rayyan,diluar itu semua wasitnya ini terlalu heboh dan terlalu sering delay bola lama sehingga beberapa serangan sering kehilangan momentum
1785148795413745746,nOit,"Eleh mah eleh sia tehh, Indonesia moal asup semi final lamun teu ku VAR mahh"
1870476200998850574,yswnda★,angle nya susah anying ituu
1780985312333762606,MEDIO CLUB ID,"Diluar soal wasit, Jordan ini mainnya taktis banget. Ngeri! 🫣 https://t.co/eC1sejZbMz"
1784990245743943946,MA'AG,https://t.co/keHMOtstdK
1785254032258503030,TANSU,Selama ada si Puudom… ngk akan bener.. tiap sama dia timnas Indo kalah terus.
1785156407740002348,Redmi,"Tak kira wasiat Piala Asia bakal lebih ok, ternyata kayak BRI Liga 1 😁, apapun kita kita harus bangkit vs Iraq"
1788725325620555908,Z y υ´｡,"Ya gimana lagi, pada takut kalo timnas itu maju keolimpiade, tim yg lg rlihat brkmbang pesat, apa untungnya buat para Mafifa.
Ada peran TOWEL asu"
1709273851077816768,BgKems,semoga wasit palkonnya ditabrak truk dan buta
1834113167904883032,𝗗𝗶𝗮𝗿𝘆 𝗵𝗶𝗷𝗿𝗮𝗵,Cocok buat lalapan
1785122398016278873,United About,"Rangkuman kejanggalan wasit dan VAR di pertandingan Semi Final AFC Asian Cup U23 antara Indonesia vs Uzbekistan:

1. Nama wasit utama dan ketua VAR di pertandingan kemarin adalah:
- Shen Yinhao (Referee, China 🇨🇳)
- Sivakorn Pu-Udom (VAR Referee, Thailand 🇹🇭)

2. Cek VAR, tetapi https://t.co/u7GmWHNxBw"
1784999343747162524,sinicetrytrs,nih yang gue bilang @kevinalifka @ipcaip
1780985789561905234,rian bautista,SEMOGA QATAR MENANG BIAR TEMPAT KE 2 AMAN DI INDO WKWKWK
1709263955531886870,gan,Berak lah
1785263732891038146,Info Olshop,"wasit var thailand belum bisa gambar garis, masih magang"
1870476422260858895,TimTom,Buta cik varnya
1870476232904864036,Red,"yah, penalti"
1785310318975209629,happyfsy,Hm
1788607628613992722,qwertyuiop,Sebenarnya penalti pertama itu tidak ada tackle sama sekali
1785220621447946433,mos,"pengen nambahin,menurut gw, setelah red card ridho itu harusny bukan jd free kick buat uzb,krn sebelumny itu bukan advantage atau apapun alias wasit ngeliat kejadian itu bukan sebagai suatu pelanggaran,sm kaya witan yg harusny lanjut free kick,ini harusny lanjut drop ball,cmiiw"
1709272602668397042,Louis,Njir udh tau tpi ga berani rombak ulangg payahh ngomong maaf doang beraniii giliran ngomong offside aja cepet
1785258183210209571,by.,wasit kontol emng
1654816577345454080,Ipall🦖,Semoga smakin membaik
1834093026253439299,Ayo Dolan,Buat lalapan aja
1784994735641518374,Riri,khawatir di perebutan juara 3 nanti wasit varnya orang itu lagi
1785188326523514909,kate,"nomor 2 udah bener wasitnya, gajadi freekick karena emang inside box tapi minim kontak jadi bukan pinalti

salahnya adalah itu clear foul dan harusnya pinalti"
1788845481822687500,nugie,Show Indonesia people how to conduct soccer fairplay @GianniInfantino @FIFAcom so sad to see referee like him #TimnasIndonesiaU23
1834079298485194769,renner apathy,lalapan favorit nih
1784201637575479805,MEDIO CLUB ID,"BREAKING 🚨

Sivakorn Pu-Udom (Thailand) akan menjadi wasit utama VAR dalam laga Indonesia vs Uzbekistan. 

Sivakorn adalah wasit utama VAR waktu Indonesia kalah lawan Qatar di laga pembuka grup. 🫣

(@Indostransfer) https://t.co/51CZcISHyi"
1870476367026086191,andyy,Reloading windows 10 tii
1785132160539840818,smiling sad,El Rangkuman
1788720422550413817,fabo.74,"sebuah pelajaran sebenarnya, buat pemerintah, gimana kalau sebuah  pertandingan penting dicurangi, pasti ada manis2 nya, eh pasti ada sakit2nya gimana gituh, kejujuran sangat penting 👍"
1788717788179333335,sukuncutdik,"Menang anteng, kalo kalah mendadak jadi pakar semua. Hendonesiyah"
1709298482648056223,nosferaja,"terus tindak lanjutnya gimana dehhh, gada hukuman berat kaah? pecat gaa siihhh, woyyyy TOLOL @FA @FA_PGMOL"
1785223900122714520,Yoga Sugih ARTO,"Indonesia ns masuk semi final jg krna var wkwkwkwk,,, d klh kan var merepet d menangkan var diam aja wkwkwkwk"
1785144717824672200,DuduLalerIjo^,"Kalah nayalhin wasit koar koar, giliran menang di bantu var sama wasit cmn bisa cengengesan. Ini tipe MENTAL KAMP'A'NG .wkwk"
1785195712629891531,F G,Ketika kalah pasti banyak alasan.
1784988207136039413,12 it's most beautiful number in universe,Wasit Var jugaaa problematik anjir ai asuvarkorn ini setiap jadi wasit var ada aja kelaluannya
1788611587793879450,United About,Dengan senang hati. 💫
1870476071776456834,Rye,Kameranya burik gitu bjir
1781019106705314274,V,Qatar 2 - 1 Jordania. Pemain jordania nangis. Kalah pas injury time beberapa detik sebelum peluit akhir. Sebelum Goal terjadi ada pelanggaran sampai pemain jordania jatuh karena baju ditarik dan berbau offside tapi dilegalkan oleh VAR. HIDUP QaVAR 🤣🤣🤣
1785170796740280776,andri suryadi,Seperti pilpres ya sudah disetting
1785127583350481309,Rizky Dwi - Iki,"Uzbek main bagus, passing nya bagus, tapi yang bikin ga respect itu mainnya lembek banget badan gede gede gitu disenggol witan jatoh disenggol marceng jatoh itu badan isinya angin semua kah? 
Kalo untuk wasit ah sudahlah emang king Indo selalu kena counter nya sama wasit 😒😡"
1785322680725684636,Er pradana,"Udah 1-0 bro kalau wasit bener dan indo pasti makin membara,gak ada bagus bagus y uzbek,"
1781000253430468732,MULIYONO,uda 01
1699283709781008515,Subagyo Roberto,bisa jadi alat komunikasi nya rusak team var
1787711270030123111,Nata Nata,"Bung ropan dapat kabarnya dari mana ya? apakah valid?
setau saya kalau match yg melibatkan 2 tim yg beda benua..
perangkat pertandingan dan wasit dari benua yg berbeda..
misal yg main Asia lawan Africa..
biasanya yg ditunjuk wasit dari UEFA atau Conmebol. rata-rata seperti itu.."
1785123704797872177,adamn 🌄,lesgo el rangkum
1834282872402002248,"Azkal,",enak sih ini
1785262097569640454,Aschari Setia Wirawan,ngehe lah
1834085697076285487,its.bintang,Enak ini buat lalapan
1654859929738686464,The One and Only,Liga 2 pie ikikkkkkk
1834080794656342265,Kaivan,daun kemangi tuh dipake apa aja
1785118764205511040,Politik Warung Kopi,"Kaki maju, tapi lengan Uzb itu lebih d depan dari pada kakinya indo."
1785435343287898573,Indra Garuda,"Wasit tercurang dan terbrengsek, ga tau malu!!!"
1785134639755178271,Ten,giliran diuntungin pada diem goblok
1834067517947642252,Refa.,wah baru tau min
1870475950854668332,Silfinov,Jaringan trobel wkwk
1709268493382856869,Suherman,"Jurgen, sekalian minta rekaman percakapan kuning pertamanya Jota gen 🤭"
1785287169382482250,apa lu liat liat......,"Menurut saya sih sejatinya VAR merusak keindahan dan keseruan bermain bola, kemurnian sepak bola sudah tidak dapat ditemukan lagi, karena pada dasarnya kontroversi akan menjadi keseruan tersendiri bagi penikmatnya...dan heyy, manusia itu suka kontroversi...."
1788818364712071296,Adi,"Dunia sedang perhatian ke Indonesia, pada dasarnya Indonesia tdk boleh maju di segala bidang, dari bola, energi industri dll"
1785096616824959338,tenhagstay,wkwkwkw terima saja yakin musim depan lebih baik jadi peringkat 8
1785162890816963071,ZULIAN•ZK9™,"Wasit utama itu penentu keputusan..
Kalo masoh percaya Var.. ga usah pake wasit"
1834186912246235413,Yusuf Ikrom,enak juga nih
1870476477625782393,Noviita Anggraeny,Gak kena tangan tuh weeehhhh
1870475940738064699,aay,baru nego bayaran
1787652534024458305,MakanBola Indonesia,"Jauh-jauh play off di Prancis. Lawannya juga dari benua lain, tapi wasit VAR-nya dikabarkan tetap dari Thailand 😔

""Indonesia ketika kita ingin bersiap melawan Guinea, ada kabar lagi-lagi wasit VAR Sivakorn akan memimpin,"" ujar Bung Ropan di YouTube pribadinya. https://t.co/Fc6S9lbiDK"
1784992486714433951,Jonathan Arvin Hadelie,Walaupun emng uzbek main bagus tpi 1 keputusan gol tdi bsa merubah smuany emng
1780985806624116817,MEDIO CLUB ID,Channel youtube AFC Asian Cup plus pake VPN ya min!
1709355985339560421,aa oj3k,Kalo denger percakapan utuh nya wasit VAR udh bilang onside tapi gangguan sinyal/audio sehingga wasit utama kurang jelas denger nya dan nganggap itu offside. Nah salahnya ketika udah sadar itu onside itu match ga diberhentikan untuk mensahkan gol Liverpool.
1870476013400211579,Ardi Güler,lagi nego harga ti
1785087049919582624,candra,Jika di tarik garis posisi badan pemain Uzbekistan sama posisi kaki sanata hampir pas
1699221339301962115,🦁🦁🦁🦁🦁,hallo bosss kosong boss
1785001273928060934,Si Endut,"Justru krn ada potensi penalty makanya ada VAR yg tdnya freekick

Pas liat VAR jls bgt tackle bersih

Gmn sih"
1785099797172777335,amiiiiiiii.u,YANG PENTING INDONESIA UDAH PERNAH BOBOL GAWANG UZBEK
1785129053474939291,Mz Fariz,"Salah 1 trik untuk mengurangin keanehan wasit ke indinesia: 
Orang indonesia yg pasang taruhan di bandar2, nga usah all in di indonesia, all in di lawannya indonesia ajahh"
1654796700987572225,Denny Bayu,Apa kabar COPA DJI SAM SOE?
1834067945825124736,𝓑lair.,Enakk ini daun
1870476037563506781,Kesumaditya,Nego dlu
1788607035871039509,Kang_bajigur 🔻,Terimakasih untuk timnas Indonesia U-23 dan coach STY 🔥🔥
1709313580670374394,Marully,"Ada kalimat seperti ini
""Are you happy with offside""
Lah bangsat tuh wasit"
1785136044289270241,Prince Kale,"sebelum gol pertama juga harusnya pelanggaran dulu ke ivar karna diinjek, tapi wasit malah playon dan cmn dropball, pdhl pas gol tersebut bisa di cek var bahwa ada pelanggaran terlebih dahulu sebelum gol"
1785111237971357737,hahaslot77,Wsit goblog njink
1870476943713574981,My Windy,Wasit
1699321141989638503,roni ibnu sutedi,Mungkin alat komunikasi VAR nya rusak
1787718821262041506,abiyyu,"bung ropan yg bahaya, pinter nyari traffic. wasit aja belum ada penunjukan🤣 https://t.co/z7PgcZsmU7"
1788744407648436695,opoopo didol,"Penalti pertama, pemain guenia diving"
1785007021819093501,Xxpntq,Ngeri kachel fans K-Pop buahah https://t.co/hvWTPSN9FU
1870476158154006909,Pratamasoft,Asean fun football
1785134198187299197,United About,Paragraf terakhir dibaca yaa kak. 🙏😊
1785185079108719032,Rizal Achmad Fi Sabilillah,"Sudahlah,..TerimahSaja,
Itu..hal,Wajar..bagiWasitsepakbola.
Mau,sampek,Kapan..Mengeluh,tentangWasit.
Kita,Beneran..AjaPermainanTimnasJauhLbhBaik."
1709261335828328872,heli,si simon harus dicek sih parah
1784985826767802759,kanjeng Zahra,Catat gerombolan maling ini https://t.co/8RrjCDhsD4
